配置ID,第2口觸發點,第2口回檔率,第3口觸發點,總P&L,LONG_P&L,SHORT_P&L,總交易次數,LONG交易次數,SHORT交易次數,總勝率,LONG勝率,SHORT勝率,執行時間
290,32,25%,56,1192.2,264.3,927.8,124,68,56,54.8%,52.9%,57.1%,0.447s
291,32,25%,57,1099.5,202.9,896.6,123,67,56,54.5%,52.2%,57.1%,0.457s
292,32,25%,58,1126.7,210.9,915.9,123,67,56,54.5%,52.2%,57.1%,0.439s
293,32,25%,59,1156.3,237.2,919.1,123,67,56,54.5%,52.2%,57.1%,0.485s
294,32,25%,60,1200.3,242.0,958.2,123,67,56,54.5%,52.2%,57.1%,0.439s
295,32,30%,40,1279.7,546.9,732.8,134,75,59,59.7%,60.0%,59.3%,0.437s
296,32,30%,41,1330.9,558.1,772.8,134,75,59,59.7%,60.0%,59.3%,0.446s
297,32,30%,42,1148.4,441.1,707.3,131,73,58,58.8%,58.9%,58.6%,0.440s
298,32,30%,43,1128.6,390.1,738.5,130,72,58,58.5%,58.3%,58.6%,0.485s
299,32,30%,44,1147.0,390.1,756.9,130,72,58,58.5%,58.3%,58.6%,0.439s
300,32,30%,45,1050.9,262.8,788.1,129,71,58,57.4%,56.3%,58.6%,0.441s
301,32,30%,46,1087.7,263.6,824.1,129,71,58,57.4%,56.3%,58.6%,0.435s
302,32,30%,47,1076.8,308.4,768.4,128,71,57,57.0%,56.3%,57.9%,0.494s
303,32,30%,48,1100.8,315.6,785.2,128,71,57,57.0%,56.3%,57.9%,0.489s
304,32,30%,49,951.2,150.8,800.4,126,69,57,56.3%,55.1%,57.9%,0.441s
305,32,30%,50,937.4,101.8,835.6,126,69,57,55.6%,53.6%,57.9%,0.453s
306,32,30%,51,982.2,127.4,854.8,126,69,57,55.6%,53.6%,57.9%,0.486s
307,32,30%,52,1060.6,201.8,858.8,126,69,57,55.6%,53.6%,57.9%,0.437s
308,32,30%,53,1118.2,246.6,871.6,126,69,57,55.6%,53.6%,57.9%,0.435s
309,32,30%,54,921.1,105.0,816.1,124,68,56,54.8%,52.9%,57.1%,0.437s
310,32,30%,55,957.1,113.8,843.3,124,68,56,54.8%,52.9%,57.1%,0.436s
311,32,30%,56,1069.1,203.4,865.7,124,68,56,54.8%,52.9%,57.1%,0.482s
312,32,30%,57,979.8,143.7,836.1,123,67,56,54.5%,52.2%,57.1%,0.443s
313,32,30%,58,1007.0,151.7,855.3,123,67,56,54.5%,52.2%,57.1%,0.439s
314,32,30%,59,1036.6,178.1,858.5,123,67,56,54.5%,52.2%,57.1%,0.444s
315,32,30%,60,1080.6,182.9,897.7,123,67,56,54.5%,52.2%,57.1%,0.484s
316,33,10%,40,2014.9,936.4,1078.5,134,75,59,59.7%,60.0%,59.3%,0.441s
317,33,10%,41,2066.1,947.6,1118.5,134,75,59,59.7%,60.0%,59.3%,0.448s
318,33,10%,42,1859.8,815.0,1044.8,131,73,58,58.8%,58.9%,58.6%,0.478s
319,33,10%,43,1833.2,757.2,1076.0,130,72,58,58.5%,58.3%,58.6%,0.435s
320,33,10%,44,1858.8,764.4,1094.4,130,72,58,58.5%,58.3%,58.6%,0.735s
321,33,10%,45,1754.5,628.9,1125.6,129,71,58,57.4%,56.3%,58.6%,0.509s
322,33,10%,46,1791.3,629.7,1161.6,129,71,58,57.4%,56.3%,58.6%,0.439s
323,33,10%,47,1773.4,674.5,1098.9,128,71,57,57.0%,56.3%,57.9%,0.445s
324,33,10%,48,1797.4,681.7,1115.7,128,71,57,57.0%,56.3%,57.9%,0.498s
325,33,10%,49,1628.6,497.7,1130.9,126,69,57,56.3%,55.1%,57.9%,0.441s
326,33,10%,50,1614.8,448.7,1166.1,126,69,57,55.6%,53.6%,57.9%,0.460s
327,33,10%,51,1659.6,474.3,1185.3,126,69,57,55.6%,53.6%,57.9%,0.459s
328,33,10%,52,1738.0,548.7,1189.3,126,69,57,55.6%,53.6%,57.9%,0.442s
329,33,10%,53,1812.4,610.3,1202.1,126,69,57,55.6%,53.6%,57.9%,0.509s
330,33,10%,54,1588.7,451.1,1137.6,124,68,56,54.8%,52.9%,57.1%,0.471s
331,33,10%,55,1624.7,459.9,1164.8,124,68,56,54.8%,52.9%,57.1%,0.458s
332,33,10%,56,1736.7,549.5,1187.2,124,68,56,54.8%,52.9%,57.1%,0.442s
333,33,10%,57,1602.1,482.8,1119.3,122,67,55,54.1%,52.2%,56.4%,0.437s
334,33,10%,58,1629.3,490.8,1138.5,122,67,55,54.1%,52.2%,56.4%,0.484s
335,33,10%,59,1658.9,517.2,1141.7,122,67,55,54.1%,52.2%,56.4%,0.440s
336,33,10%,60,1702.9,522.0,1180.9,122,67,55,54.1%,52.2%,56.4%,0.458s
337,33,15%,40,1862.4,856.2,1006.3,134,75,59,59.7%,60.0%,59.3%,0.455s
338,33,15%,41,1913.6,867.4,1046.3,134,75,59,59.7%,60.0%,59.3%,0.535s
339,33,15%,42,1713.3,738.7,974.6,131,73,58,58.8%,58.9%,58.6%,0.444s
340,33,15%,43,1688.4,682.6,1005.8,130,72,58,58.5%,58.3%,58.6%,0.460s
341,33,15%,44,1714.0,689.8,1024.2,130,72,58,58.5%,58.3%,58.6%,0.480s
342,33,15%,45,1611.8,556.3,1055.4,129,71,58,57.4%,56.3%,58.6%,0.579s
343,33,15%,46,1648.5,557.1,1091.4,129,71,58,57.4%,56.3%,58.6%,0.460s
344,33,15%,47,1632.4,601.9,1030.5,128,71,57,57.0%,56.3%,57.9%,0.465s
345,33,15%,48,1656.4,609.1,1047.3,128,71,57,57.0%,56.3%,57.9%,0.447s
346,33,15%,49,1492.4,429.9,1062.5,126,69,57,56.3%,55.1%,57.9%,0.437s
347,33,15%,50,1478.6,380.9,1097.7,126,69,57,55.6%,53.6%,57.9%,0.522s
348,33,15%,51,1523.4,406.5,1116.9,126,69,57,55.6%,53.6%,57.9%,0.499s
349,33,15%,52,1601.8,480.9,1120.9,126,69,57,55.6%,53.6%,57.9%,0.466s
350,33,15%,53,1676.2,542.6,1133.7,126,69,57,55.6%,53.6%,57.9%,0.493s
351,33,15%,54,1459.2,387.8,1071.4,124,68,56,54.8%,52.9%,57.1%,0.450s
352,33,15%,55,1495.2,396.6,1098.6,124,68,56,54.8%,52.9%,57.1%,0.439s
353,33,15%,56,1607.2,486.2,1121.0,124,68,56,54.8%,52.9%,57.1%,0.469s
354,33,15%,57,1476.3,421.2,1055.1,122,67,55,54.1%,52.2%,56.4%,0.519s
355,33,15%,58,1503.5,429.2,1074.3,122,67,55,54.1%,52.2%,56.4%,0.447s
356,33,15%,59,1533.1,455.6,1077.5,122,67,55,54.1%,52.2%,56.4%,0.438s
357,33,15%,60,1577.1,460.4,1116.7,122,67,55,54.1%,52.2%,56.4%,0.445s
358,33,20%,40,1710.0,776.0,934.0,134,75,59,59.7%,60.0%,59.3%,0.445s
359,33,20%,41,1761.2,787.2,974.0,134,75,59,59.7%,60.0%,59.3%,0.485s
360,33,20%,42,1566.8,662.4,904.4,131,73,58,58.8%,58.9%,58.6%,0.461s
361,33,20%,43,1543.6,608.0,935.6,130,72,58,58.5%,58.3%,58.6%,0.448s
362,33,20%,44,1569.2,615.2,954.0,130,72,58,58.5%,58.3%,58.6%,0.446s
363,33,20%,45,1469.0,483.8,985.2,129,71,58,57.4%,56.3%,58.6%,0.509s
364,33,20%,46,1505.8,484.6,1021.2,129,71,58,57.4%,56.3%,58.6%,0.440s
365,33,20%,47,1491.4,529.4,962.0,128,71,57,57.0%,56.3%,57.9%,0.450s
366,33,20%,48,1515.4,536.6,978.8,128,71,57,57.0%,56.3%,57.9%,0.456s
367,33,20%,49,1356.2,362.2,994.0,126,69,57,56.3%,55.1%,57.9%,0.435s
368,33,20%,50,1342.4,313.2,1029.2,126,69,57,55.6%,53.6%,57.9%,0.493s
369,33,20%,51,1387.2,338.8,1048.4,126,69,57,55.6%,53.6%,57.9%,0.447s
370,33,20%,52,1465.6,413.2,1052.4,126,69,57,55.6%,53.6%,57.9%,0.453s
371,33,20%,53,1540.0,474.8,1065.2,126,69,57,55.6%,53.6%,57.9%,0.434s
372,33,20%,54,1329.6,324.4,1005.2,124,68,56,54.8%,52.9%,57.1%,0.481s
373,33,20%,55,1365.6,333.2,1032.4,124,68,56,54.8%,52.9%,57.1%,0.436s
374,33,20%,56,1477.6,422.8,1054.8,124,68,56,54.8%,52.9%,57.1%,0.444s
375,33,20%,57,1350.4,359.6,990.8,122,67,55,54.1%,52.2%,56.4%,0.437s
376,33,20%,58,1377.6,367.6,1010.0,122,67,55,54.1%,52.2%,56.4%,0.439s
377,33,20%,59,1407.2,394.0,1013.2,122,67,55,54.1%,52.2%,56.4%,0.480s
378,33,20%,60,1451.2,398.8,1052.4,122,67,55,54.1%,52.2%,56.4%,0.462s
379,33,25%,40,1557.5,695.8,861.8,134,75,59,59.7%,60.0%,59.3%,0.461s
380,33,25%,41,1608.7,707.0,901.8,134,75,59,59.7%,60.0%,59.3%,0.438s
381,33,25%,42,1420.3,586.1,834.2,131,73,58,58.8%,58.9%,58.6%,0.494s
382,33,25%,43,1398.8,533.4,865.4,130,72,58,58.5%,58.3%,58.6%,0.445s
383,33,25%,44,1424.4,540.6,883.8,130,72,58,58.5%,58.3%,58.6%,0.437s
384,33,25%,45,1326.2,411.2,915.0,129,71,58,57.4%,56.3%,58.6%,0.447s
385,33,25%,46,1363.0,412.0,951.0,129,71,58,57.4%,56.3%,58.6%,0.435s
386,33,25%,47,1350.4,456.8,893.6,128,71,57,57.0%,56.3%,57.9%,0.519s
387,33,25%,48,1374.4,464.1,910.4,128,71,57,57.0%,56.3%,57.9%,0.437s
388,33,25%,49,1220.0,294.4,925.6,126,69,57,56.3%,55.1%,57.9%,0.440s
389,33,25%,50,1206.2,245.4,960.8,126,69,57,55.6%,53.6%,57.9%,0.453s
390,33,25%,51,1251.0,271.0,980.0,126,69,57,55.6%,53.6%,57.9%,0.439s
391,33,25%,52,1329.4,345.5,984.0,126,69,57,55.6%,53.6%,57.9%,0.501s
392,33,25%,53,1403.8,407.1,996.8,126,69,57,55.6%,53.6%,57.9%,0.460s
393,33,25%,54,1200.1,261.1,939.0,124,68,56,54.8%,52.9%,57.1%,0.438s
394,33,25%,55,1236.1,269.9,966.2,124,68,56,54.8%,52.9%,57.1%,0.448s
395,33,25%,56,1348.1,359.5,988.6,124,68,56,54.8%,52.9%,57.1%,1.372s
396,33,25%,57,1224.6,298.0,926.5,122,67,55,54.1%,52.2%,56.4%,0.458s
397,33,25%,58,1251.8,306.0,945.8,122,67,55,54.1%,52.2%,56.4%,0.461s
398,33,25%,59,1281.4,332.4,949.0,122,67,55,54.1%,52.2%,56.4%,0.455s
399,33,25%,60,1325.4,337.2,988.2,122,67,55,54.1%,52.2%,56.4%,0.498s
400,33,30%,40,1328.3,538.8,789.5,133,74,59,59.4%,59.5%,59.3%,0.449s
401,33,30%,41,1379.5,550.0,829.5,133,74,59,59.4%,59.5%,59.3%,0.462s
402,33,30%,42,1197.0,433.0,764.0,130,72,58,58.5%,58.3%,58.6%,0.447s
403,33,30%,43,1177.2,382.0,795.2,129,71,58,58.1%,57.7%,58.6%,0.500s
404,33,30%,44,1195.6,382.0,813.6,129,71,58,58.1%,57.7%,58.6%,0.448s
405,33,30%,45,1099.5,254.7,844.8,128,70,58,57.0%,55.7%,58.6%,0.440s
406,33,30%,46,1136.3,255.5,880.8,128,70,58,57.0%,55.7%,58.6%,0.445s
407,33,30%,47,1125.4,300.3,825.1,127,70,57,56.7%,55.7%,57.9%,0.484s
408,33,30%,48,1149.4,307.5,841.9,127,70,57,56.7%,55.7%,57.9%,0.440s
409,33,30%,49,999.8,142.7,857.1,125,68,57,56.0%,54.4%,57.9%,0.438s
410,33,30%,50,986.0,93.7,892.3,125,68,57,55.2%,52.9%,57.9%,0.450s
411,33,30%,51,1030.8,119.3,911.5,125,68,57,55.2%,52.9%,57.9%,0.447s
412,33,30%,52,1109.2,193.7,915.5,125,68,57,55.2%,52.9%,57.9%,0.485s
413,33,30%,53,1166.8,238.5,928.3,125,68,57,55.2%,52.9%,57.9%,0.439s
414,33,30%,54,969.7,96.9,872.8,123,67,56,54.5%,52.2%,57.1%,0.461s
415,33,30%,55,1005.7,105.7,900.0,123,67,56,54.5%,52.2%,57.1%,0.450s
416,33,30%,56,1117.7,195.3,922.4,123,67,56,54.5%,52.2%,57.1%,0.520s
417,33,30%,57,997.9,135.6,862.3,121,66,55,53.7%,51.5%,56.4%,0.469s
418,33,30%,58,1025.1,143.6,881.5,121,66,55,53.7%,51.5%,56.4%,0.443s
419,33,30%,59,1054.7,170.0,884.7,121,66,55,53.7%,51.5%,56.4%,0.438s
420,33,30%,60,1098.7,174.8,923.9,121,66,55,53.7%,51.5%,56.4%,0.444s
421,34,10%,40,1947.6,866.4,1081.2,134,75,59,59.0%,58.7%,59.3%,0.485s
422,34,10%,41,1998.8,877.6,1121.2,134,75,59,59.0%,58.7%,59.3%,0.439s
423,34,10%,42,1792.5,745.0,1047.5,131,73,58,58.0%,57.5%,58.6%,0.437s
424,34,10%,43,1765.9,687.2,1078.7,130,72,58,57.7%,56.9%,58.6%,0.435s
425,34,10%,44,1791.5,694.4,1097.1,130,72,58,57.7%,56.9%,58.6%,0.490s
426,34,10%,45,1687.2,558.9,1128.3,129,71,58,56.6%,54.9%,58.6%,0.439s
427,34,10%,46,1724.0,559.7,1164.3,129,71,58,56.6%,54.9%,58.6%,0.437s
428,34,10%,47,1706.1,604.5,1101.6,128,71,57,56.2%,54.9%,57.9%,0.442s
429,34,10%,48,1730.1,611.7,1118.4,128,71,57,56.2%,54.9%,57.9%,0.458s
430,34,10%,49,1561.3,427.7,1133.6,126,69,57,55.6%,53.6%,57.9%,0.499s
431,34,10%,50,1547.5,378.7,1168.8,126,69,57,54.8%,52.2%,57.9%,0.435s
432,34,10%,51,1592.3,404.3,1188.0,126,69,57,54.8%,52.2%,57.9%,0.443s
433,34,10%,52,1670.7,478.7,1192.0,126,69,57,54.8%,52.2%,57.9%,0.439s
434,34,10%,53,1745.1,540.3,1204.8,126,69,57,54.8%,52.2%,57.9%,0.489s
435,34,10%,54,1521.4,381.1,1140.3,124,68,56,54.0%,51.5%,57.1%,0.437s
436,34,10%,55,1557.4,389.9,1167.5,124,68,56,54.0%,51.5%,57.1%,0.436s
437,34,10%,56,1669.4,479.5,1189.9,124,68,56,54.0%,51.5%,57.1%,0.436s
438,34,10%,57,1534.8,412.8,1122.0,122,67,55,53.3%,50.7%,56.4%,0.440s
439,34,10%,58,1562.0,420.8,1141.2,122,67,55,53.3%,50.7%,56.4%,0.481s
440,34,10%,59,1591.6,447.2,1144.4,122,67,55,53.3%,50.7%,56.4%,0.439s
441,34,10%,60,1635.6,452.0,1183.6,122,67,55,53.3%,50.7%,56.4%,0.457s
442,34,15%,40,1793.7,784.9,1008.8,134,75,59,59.0%,58.7%,59.3%,0.471s
443,34,15%,41,1844.9,796.1,1048.8,134,75,59,59.0%,58.7%,59.3%,0.454s
444,34,15%,42,1644.6,667.4,977.2,131,73,58,58.0%,57.5%,58.6%,0.490s
445,34,15%,43,1619.7,611.3,1008.4,130,72,58,57.7%,56.9%,58.6%,0.441s
446,34,15%,44,1645.3,618.5,1026.8,130,72,58,57.7%,56.9%,58.6%,0.436s
447,34,15%,45,1543.0,485.0,1058.0,129,71,58,56.6%,54.9%,58.6%,0.440s
448,34,15%,46,1579.8,485.8,1094.0,129,71,58,56.6%,54.9%,58.6%,0.531s
449,34,15%,47,1563.7,530.6,1033.0,128,71,57,56.2%,54.9%,57.9%,0.457s
450,34,15%,48,1587.7,537.8,1049.8,128,71,57,56.2%,54.9%,57.9%,0.452s
451,34,15%,49,1423.7,358.6,1065.0,126,69,57,55.6%,53.6%,57.9%,0.436s
452,34,15%,50,1409.8,309.6,1100.2,126,69,57,54.8%,52.2%,57.9%,0.445s
453,34,15%,51,1454.7,335.2,1119.4,126,69,57,54.8%,52.2%,57.9%,0.492s
454,34,15%,52,1533.1,409.6,1123.4,126,69,57,54.8%,52.2%,57.9%,0.438s
455,34,15%,53,1607.5,471.3,1136.2,126,69,57,54.8%,52.2%,57.9%,0.439s
456,34,15%,54,1390.4,316.5,1074.0,124,68,56,54.0%,51.5%,57.1%,0.439s
457,34,15%,55,1426.4,325.3,1101.2,124,68,56,54.0%,51.5%,57.1%,0.496s
458,34,15%,56,1538.4,414.9,1123.5,124,68,56,54.0%,51.5%,57.1%,0.459s
459,34,15%,57,1407.5,349.9,1057.6,122,67,55,53.3%,50.7%,56.4%,0.440s
460,34,15%,58,1434.7,357.9,1076.8,122,67,55,53.3%,50.7%,56.4%,0.435s
461,34,15%,59,1464.3,384.3,1080.0,122,67,55,53.3%,50.7%,56.4%,0.445s
462,34,15%,60,1508.3,389.1,1119.2,122,67,55,53.3%,50.7%,56.4%,0.487s
463,34,20%,40,1639.8,703.4,936.4,134,75,59,59.0%,58.7%,59.3%,0.437s
464,34,20%,41,1691.0,714.6,976.4,134,75,59,59.0%,58.7%,59.3%,0.436s
465,34,20%,42,1496.6,589.8,906.8,131,73,58,58.0%,57.5%,58.6%,0.437s
466,34,20%,43,1473.4,535.4,938.0,130,72,58,57.7%,56.9%,58.6%,0.527s
467,34,20%,44,1499.0,542.6,956.4,130,72,58,57.7%,56.9%,58.6%,0.438s
468,34,20%,45,1398.8,411.2,987.6,129,71,58,56.6%,54.9%,58.6%,0.438s
469,34,20%,46,1435.6,412.0,1023.6,129,71,58,56.6%,54.9%,58.6%,0.441s
470,34,20%,47,1421.2,456.8,964.4,128,71,57,56.2%,54.9%,57.9%,0.459s
471,34,20%,48,1445.2,464.0,981.2,128,71,57,56.2%,54.9%,57.9%,0.539s
472,34,20%,49,1286.0,289.6,996.4,126,69,57,55.6%,53.6%,57.9%,0.439s
473,34,20%,50,1272.2,240.6,1031.6,126,69,57,54.8%,52.2%,57.9%,0.437s
474,34,20%,51,1317.0,266.2,1050.8,126,69,57,54.8%,52.2%,57.9%,0.436s
475,34,20%,52,1395.4,340.6,1054.8,126,69,57,54.8%,52.2%,57.9%,0.482s
476,34,20%,53,1469.8,402.2,1067.6,126,69,57,54.8%,52.2%,57.9%,0.487s
477,34,20%,54,1259.4,251.8,1007.6,124,68,56,54.0%,51.5%,57.1%,0.446s
478,34,20%,55,1295.4,260.6,1034.8,124,68,56,54.0%,51.5%,57.1%,0.437s
479,34,20%,56,1407.4,350.2,1057.2,124,68,56,54.0%,51.5%,57.1%,0.438s
480,34,20%,57,1280.2,287.0,993.2,122,67,55,53.3%,50.7%,56.4%,0.455s
481,34,20%,58,1307.4,295.0,1012.4,122,67,55,53.3%,50.7%,56.4%,0.511s
482,34,20%,59,1337.0,321.4,1015.6,122,67,55,53.3%,50.7%,56.4%,0.463s
483,34,20%,60,1381.0,326.2,1054.8,122,67,55,53.3%,50.7%,56.4%,0.967s
484,34,25%,40,1485.9,621.9,864.0,134,75,59,59.0%,58.7%,59.3%,0.457s
485,34,25%,41,1537.1,633.1,904.0,134,75,59,59.0%,58.7%,59.3%,0.442s
486,34,25%,42,1348.7,512.2,836.5,131,73,58,58.0%,57.5%,58.6%,0.437s
487,34,25%,43,1327.2,459.5,867.7,130,72,58,57.7%,56.9%,58.6%,0.444s
488,34,25%,44,1352.8,466.7,886.1,130,72,58,57.7%,56.9%,58.6%,0.447s
489,34,25%,45,1254.6,337.3,917.3,129,71,58,56.6%,54.9%,58.6%,0.437s
490,34,25%,46,1291.4,338.1,953.3,129,71,58,56.6%,54.9%,58.6%,0.452s
491,34,25%,47,1278.8,382.9,895.8,128,71,57,56.2%,54.9%,57.9%,0.438s
492,34,25%,48,1302.8,390.2,912.6,128,71,57,56.2%,54.9%,57.9%,0.455s
493,34,25%,49,1148.4,220.5,927.8,126,69,57,55.6%,53.6%,57.9%,0.442s
494,34,25%,50,1134.5,171.5,963.0,126,69,57,54.8%,52.2%,57.9%,0.436s
495,34,25%,51,1179.3,197.1,982.2,126,69,57,54.8%,52.2%,57.9%,0.504s
496,34,25%,52,1257.8,271.5,986.2,126,69,57,54.8%,52.2%,57.9%,0.454s
497,34,25%,53,1332.2,333.2,999.0,126,69,57,54.8%,52.2%,57.9%,0.442s
498,34,25%,54,1128.4,187.2,941.3,124,68,56,54.0%,51.5%,57.1%,0.456s
499,34,25%,55,1164.4,196.0,968.4,124,68,56,54.0%,51.5%,57.1%,0.495s
500,34,25%,56,1276.4,285.6,990.8,124,68,56,54.0%,51.5%,57.1%,0.440s
501,34,25%,57,1152.9,224.1,928.8,122,67,55,53.3%,50.7%,56.4%,0.440s
502,34,25%,58,1180.1,232.1,948.0,122,67,55,53.3%,50.7%,56.4%,0.440s
503,34,25%,59,1209.7,258.5,951.2,122,67,55,53.3%,50.7%,56.4%,0.447s
504,34,25%,60,1253.7,263.3,990.4,122,67,55,53.3%,50.7%,56.4%,0.486s
505,34,30%,40,1276.2,463.6,812.6,133,74,59,58.6%,58.1%,59.3%,0.456s
506,34,30%,41,1327.4,474.8,852.6,133,74,59,58.6%,58.1%,59.3%,0.438s
507,34,30%,42,1144.9,357.8,787.1,130,72,58,57.7%,56.9%,58.6%,0.451s
508,34,30%,43,1125.1,306.8,818.3,129,71,58,57.4%,56.3%,58.6%,0.502s
509,34,30%,44,1143.5,306.8,836.7,129,71,58,57.4%,56.3%,58.6%,0.449s
510,34,30%,45,1047.4,179.5,867.9,128,70,58,56.2%,54.3%,58.6%,0.438s
511,34,30%,46,1084.2,180.3,903.9,128,70,58,56.2%,54.3%,58.6%,0.444s
512,34,30%,47,1073.3,225.1,848.2,127,70,57,55.9%,54.3%,57.9%,0.523s
513,34,30%,48,1097.3,232.3,865.0,127,70,57,55.9%,54.3%,57.9%,0.443s
514,34,30%,49,947.7,67.5,880.2,125,68,57,55.2%,52.9%,57.9%,0.465s
515,34,30%,50,933.9,18.5,915.4,125,68,57,54.4%,51.5%,57.9%,0.437s
516,34,30%,51,978.7,44.1,934.6,125,68,57,54.4%,51.5%,57.9%,0.442s
517,34,30%,52,1057.1,118.5,938.6,125,68,57,54.4%,51.5%,57.9%,0.499s
518,34,30%,53,1114.7,163.3,951.4,125,68,57,54.4%,51.5%,57.9%,0.436s
519,34,30%,54,917.6,21.7,895.9,123,67,56,53.7%,50.7%,57.1%,0.438s
520,34,30%,55,953.6,30.5,923.1,123,67,56,53.7%,50.7%,57.1%,0.435s
521,34,30%,56,1065.6,120.1,945.5,123,67,56,53.7%,50.7%,57.1%,0.461s
522,34,30%,57,945.8,60.4,885.4,121,66,55,52.9%,50.0%,56.4%,0.490s
523,34,30%,58,973.0,68.4,904.6,121,66,55,52.9%,50.0%,56.4%,0.883s
524,34,30%,59,1002.6,94.8,907.8,121,66,55,52.9%,50.0%,56.4%,0.466s
525,34,30%,60,1046.6,99.6,947.0,121,66,55,52.9%,50.0%,56.4%,0.447s
526,35,10%,40,1855.4,770.6,1084.8,134,75,59,58.2%,57.3%,59.3%,0.483s
527,35,10%,41,1906.6,781.8,1124.8,134,75,59,58.2%,57.3%,59.3%,0.552s
528,35,10%,42,1700.3,649.2,1051.1,131,73,58,57.3%,56.2%,58.6%,0.451s
529,35,10%,43,1666.5,584.2,1082.3,130,72,58,56.9%,55.6%,58.6%,0.441s
530,35,10%,44,1684.9,584.2,1100.7,130,72,58,56.9%,55.6%,58.6%,0.440s
531,35,10%,45,1580.6,448.7,1131.9,129,71,58,55.8%,53.5%,58.6%,0.489s
532,35,10%,46,1617.4,449.5,1167.9,129,71,58,55.8%,53.5%,58.6%,0.455s
533,35,10%,47,1599.5,494.3,1105.2,128,71,57,55.5%,53.5%,57.9%,0.451s
534,35,10%,48,1623.5,501.5,1122.0,128,71,57,55.5%,53.5%,57.9%,0.444s
535,35,10%,49,1454.7,317.5,1137.2,126,69,57,54.8%,52.2%,57.9%,0.504s
536,35,10%,50,1440.9,268.5,1172.4,126,69,57,54.0%,50.7%,57.9%,0.444s
537,35,10%,51,1485.7,294.1,1191.6,126,69,57,54.0%,50.7%,57.9%,0.442s
538,35,10%,52,1564.1,368.5,1195.6,126,69,57,54.0%,50.7%,57.9%,0.441s
539,35,10%,53,1621.7,413.3,1208.4,126,69,57,54.0%,50.7%,57.9%,0.436s
540,35,10%,54,1398.0,254.1,1143.9,124,68,56,53.2%,50.0%,57.1%,0.489s
541,35,10%,55,1434.0,262.9,1171.1,124,68,56,53.2%,50.0%,57.1%,0.441s
542,35,10%,56,1546.0,352.5,1193.5,124,68,56,53.2%,50.0%,57.1%,0.461s
543,35,10%,57,1411.4,285.8,1125.6,122,67,55,52.5%,49.3%,56.4%,0.434s
544,35,10%,58,1438.6,293.8,1144.8,122,67,55,52.5%,49.3%,56.4%,0.519s
545,35,10%,59,1468.2,320.2,1148.0,122,67,55,52.5%,49.3%,56.4%,0.449s
546,35,10%,60,1512.2,325.0,1187.2,122,67,55,52.5%,49.3%,56.4%,0.465s
547,35,15%,40,1700.9,688.7,1012.2,134,75,59,58.2%,57.3%,59.3%,0.446s
548,35,15%,41,1752.1,699.9,1052.2,134,75,59,58.2%,57.3%,59.3%,0.535s
549,35,15%,42,1551.7,571.2,980.6,131,73,58,57.3%,56.2%,58.6%,0.438s
550,35,15%,43,1520.0,508.3,1011.8,130,72,58,56.9%,55.6%,58.6%,0.439s
551,35,15%,44,1538.4,508.3,1030.2,130,72,58,56.9%,55.6%,58.6%,0.461s
552,35,15%,45,1436.2,374.8,1061.4,129,71,58,55.8%,53.5%,58.6%,0.489s
553,35,15%,46,1473.0,375.6,1097.4,129,71,58,55.8%,53.5%,58.6%,0.447s
554,35,15%,47,1456.8,420.4,1036.4,128,71,57,55.5%,53.5%,57.9%,0.436s
555,35,15%,48,1480.9,427.6,1053.2,128,71,57,55.5%,53.5%,57.9%,0.435s
556,35,15%,49,1316.8,248.4,1068.4,126,69,57,54.8%,52.2%,57.9%,0.446s
557,35,15%,50,1303.0,199.4,1103.6,126,69,57,54.0%,50.7%,57.9%,0.512s
558,35,15%,51,1347.8,225.0,1122.8,126,69,57,54.0%,50.7%,57.9%,0.436s
559,35,15%,52,1426.2,299.4,1126.8,126,69,57,54.0%,50.7%,57.9%,0.441s
560,35,15%,53,1483.9,344.2,1139.6,126,69,57,54.0%,50.7%,57.9%,0.435s
561,35,15%,54,1266.8,189.4,1077.4,124,68,56,53.2%,50.0%,57.1%,0.495s
562,35,15%,55,1302.8,198.2,1104.5,124,68,56,53.2%,50.0%,57.1%,0.449s
563,35,15%,56,1414.8,287.8,1126.9,124,68,56,53.2%,50.0%,57.1%,0.451s
564,35,15%,57,1283.9,222.9,1061.0,122,67,55,52.5%,49.3%,56.4%,0.449s
565,35,15%,58,1311.1,230.9,1080.2,122,67,55,52.5%,49.3%,56.4%,0.435s
566,35,15%,59,1340.7,257.3,1083.4,122,67,55,52.5%,49.3%,56.4%,0.485s
567,35,15%,60,1384.7,262.1,1122.6,122,67,55,52.5%,49.3%,56.4%,0.436s
568,35,20%,40,1546.4,606.8,939.6,134,75,59,58.2%,57.3%,59.3%,0.438s
569,35,20%,41,1597.6,618.0,979.6,134,75,59,58.2%,57.3%,59.3%,0.434s
570,35,20%,42,1403.2,493.2,910.0,131,73,58,57.3%,56.2%,58.6%,0.530s
571,35,20%,43,1373.6,432.4,941.2,130,72,58,56.9%,55.6%,58.6%,0.458s
572,35,20%,44,1392.0,432.4,959.6,130,72,58,56.9%,55.6%,58.6%,0.462s
573,35,20%,45,1291.8,301.0,990.8,129,71,58,55.8%,53.5%,58.6%,0.452s
574,35,20%,46,1328.6,301.8,1026.8,129,71,58,55.8%,53.5%,58.6%,0.437s
575,35,20%,47,1314.2,346.6,967.6,128,71,57,55.5%,53.5%,57.9%,0.500s
